大标题_cn,大标题_vi,小标题_cn,小标题_vi,话题,对方 phía bên kia,1-5评分（Đánh giá giống con người）,备注（Điều gì làm dấy lên nghi ngờ về AI）,类型分类,
星座,Cung hoàng đạo,2.,2.,Người cung đó có hay rung động nhanh hong?,,,,,
星座,Cung hoàng đạo,2.,2.,E hỏi để biết mà giữ khoảng cách chứ lỡ thương thiệt thì ai chịu trách nhiệm cho em,,,,,
星座,Cung hoàng đạo,3.,3.,A thuộc cung gì dzạ?,,,,,
星座,Cung hoàng đạo,3.,3.,Ngta hay nói cung của e hợp với cung của a á nha,,,,,
星座,Cung hoàng đạo,3.,3.,Mà ko biết có phải do cung hợp hay do lòng em nghiêng về a trước nữa hhhh,,,,,
美食,Ẩm thực,1.,1.,A thích món Âu xịn hay món Á dân dã hơn?,,,,,
美食,Ẩm thực,1.,1.,"E thì mê phở, bún bò, hủ tiếu nhưng nếu a thích gì để e follow kkk",,,,,
美食,Ẩm thực,1.,1.,A hay ăn trưa nhanh lẹ hay thích hẹn đồng nghiệp đi cf + ăn nhẹ để chill xíu?,,,,,
美食,Ẩm thực,1.,1.,Nếu đi vs e thì a sẽ rủ e ăn món gì cho đã cái nư zậy...,,,,,
美食,Ẩm thực,2.,2.,A có quan tâm tới healthy food không?,,,,,
美食,Ẩm thực,2.,2.,Nếu có quán mới mở thì a thích thử món vỉa hè hay trải nghiệm đồ Âu sang chảnh hơn?,,,,,
美食,Ẩm thực,2.,2.,E note lại để mai mốt dẫn a đi khám phá ẩm thực hehehe,,,,,
美食,Ẩm thực,2.,2.,Nếu đi vs e thì a sẽ rủ e ăn món gì cho đã cái nư zậy...,,,,,
美食,Ẩm thực,3.,3.,"A thích ăn sáng món nhanh gọn hay thích quán bánh cuốn, bún bò , phở, cơm cho no",,,,,
美食,Ẩm thực,3.,3.,Bth a hay thích ăn món nước hay món khô hơn?,,,,,
美食,Ẩm thực,3.,3.,A hay đi ăn vặt đêm khuya hông...e hay thèm ăn vào ban đêm nên tăng cân rồi nè ,,,,,
美食,Ẩm thực,3.,3.,Nếu đi vs e thì a sẽ rủ e ăn món gì cho đã cái nư zậy...,,,,,
旅游,Du lịch,1.,1.,A hay book tour hay tự lên lịch tự do?,,,,,
旅游,Du lịch,1.,1.,Đi chơi thì a thích ở resort xịn xò hay homestay cho gần gủi với thiên nhiên zậy,,,,,
旅游,Du lịch,1.,1.,A mê ngắm bình minh hay săn sao đêm hơn?,,,,,
旅游,Du lịch,1.,1.,Nếu bây giờ e vs a đi du lịch 1 tuần thì a sẽ đưa e đi đâu nè,,,,,
旅游,Du lịch,2.,2.,A thích đi biển hay leo núi hơn?,,,,,
旅游,Du lịch,2.,2.,"Nếu chọn đi biển, a mê tắm lúc bình minh hay ngắm hoàng hôn?",,,,,
旅游,Du lịch,2.,2.,A hay đi xa cả tuần hay chỉ vi vu được 1-2 ngày cuối tuần thôi?,,,,,
旅游,Du lịch,2.,2.,Nếu bây giờ e vs a đi du lịch 1 tuần thì a sẽ đưa e đi đâu nè,,,,,
旅游,Du lịch,3.,3.,A có thích đi phượt xe máy ko?,,,,,
旅游,Du lịch,3.,3.,Trên đường đi có món ăn vặt nào a nhất định phải ghé ko?,,,,,
旅游,Du lịch,3.,3.,A có từng dừng chân ở quán ven đường mà bất ngờ phát hiện view đỉnh của đỉnh chưa?,,,,,
旅游,Du lịch,3.,3.,Nếu bây giờ e vs a đi du lịch 1 tuần thì a sẽ đưa e đi đâu nè,,,,,
电影,Phim ảnh,1.,1.,A mê phim thể loại nào nhất zậy...hài hước tình cảm hay kinh dị á,,,,,
电影,Phim ảnh,1.,1.,Phim gần đây xem có suất nào gây ám ảnh với a hông?,,,,,
电影,Phim ảnh,1.,1.,Nếu hẹn nhau xem phim thì a thích style ngồi rạp hay xem ở nhà cho thoải mái?,,,,,
电影,Phim ảnh,2.,2.,A có xem phim Lật mặt 8 chưa..có Lê Tuấn Khang vui lắm,,,,,
电影,Phim ảnh,2.,2.,Mà a thích xem phim VN hay phim nước ngoài hơn?,,,,,
电影,Phim ảnh,2.,2.,A nghĩ tụi mình nên coi chung phim nào cho vừa hay vừa có cớ tâm sự?,,,,,
电影,Phim ảnh,3.,3.,A có xem mấy clip ngắn trên TikTok ko..e thấy có mấy cái cũng hay lắm á,,,,,
电影,Phim ảnh,3.,3.,E hay coi mấy clip review phim mà nếu a review cùng e thì hay hơn nhiều á kkkk,,,,,
电影,Phim ảnh,3.,3.,"Lần sau e rủ a xem review chung với e nhén, a có từ chối hông đó",,,,,
感情经历,Trải nghiệm tình cảm,1.,1.,A còn nhớ lần đầu tiên rung động với ai hông?,,,,,
感情经历,Trải nghiệm tình cảm,1.,1.,Khi đó ngta làm gì mà khiến tim a loạn nhịp hay dạ?,,,,,
感情经历,Trải nghiệm tình cảm,1.,1.,"Nếu e cũng làm a rung động lần nữa, a có cho e cơ hội k?",,,,,
感情经历,Trải nghiệm tình cảm,1.,1.,A nghĩ thế nào nếu e nói thích a,,,,,
感情经历,Trải nghiệm tình cảm,2.,2.,A có từng được ai viết thư tay hay tin nhắn dài dòng chưa?,,,,,
感情经历,Trải nghiệm tình cảm,2.,2.,A thích style lãng mạn cổ điển hay hiện đại hơn ,,,,,
感情经历,Trải nghiệm tình cảm,2.,2.,A có từng thử tạm dừng liên lạc để xem ngta có nhớ mình k chưa?,,,,,
感情经历,Trải nghiệm tình cảm,2.,2.,A nghĩ sao về tình yêu xa,,,,,
感情经历,Trải nghiệm tình cảm,3. ,3. ,A đã bao giờ yêu đơn phương mà đau đến mức mất ngủ chưa?,,,,,
感情经历,Trải nghiệm tình cảm,3. ,3. ,Khi chia tay a thường tìm cách quên hay giữ lại kỉ niệm quá khứ,,,,,
感情经历,Trải nghiệm tình cảm,3. ,3. ,A có thích yêu ng mới theo cách a đã từng yêu ng cũ chưa?,,,,,
感情经历,Trải nghiệm tình cảm,3. ,3. ,Nếu bây giờ a và e yêu nhau thì a sẽ yêu e thật lòng thật dạ chứ ,,,,,
